1,70.05347594
3,86.09625668
4,85.02673797
5,56.14973262
6,68.98395722
7,75.93582888
8,83.95721925
9,32.0855615
10,50.80213904
11,68.98395722
12,81.81818182
13,62.03208556
14,50.26737968
15,56.68449198
16,81.28342246
17,74.86631016
18,79.67914439
19,93.5828877
20,89.30481283
21,83.95721925
22,71.65775401
23,39.57219251
24,60.96256684
25,67.37967914
26,75.40106952
27,78.60962567
29,89.83957219
30,86.09625668
33,66.31016043
34,90.90909091
35,83.95721925
36,73.79679144
37,74.86631016
38,71.12299465
39,87.1657754
40,77.00534759
42,47.59358289
43,77.54010695
44,86.09625668
45,82.88770053
46,82.35294118
47,61.4973262
48,77.00534759
50,82.88770053
52,73.79679144
53,36.36363636
55,54.01069519
56,34.22459893
57,70.05347594
58,88.23529412
59,90.37433155
60,86.63101604
61,49.19786096
62,80.21390374
63,88.23529412
64,89.30481283
65,31.01604278
66,67.37967914
67,79.67914439
68,79.14438503
69,68.98395722
70,58.28877005
71,76.47058824
72,80.21390374
73,87.1657754
74,68.98395722
75,81.81818182
76,63.63636364
77,60.96256684
78,76.47058824
79,74.86631016
80,53.47593583
81,69.51871658
82,50.80213904
86,80.21390374
88,37.43315508
89,77.54010695
90,87.1657754
91,78.60962567
92,86.63101604
94,63.10160428
95,72.19251337
97,78.07486631
98,84.49197861
99,93.5828877
100,79.14438503
101,81.81818182
102,75.40106952
103,67.9144385
104,68.44919786
105,90.37433155
106,73.79679144
107,41.71122995
108,85.56149733
109,58.28877005
110,56.68449198
111,95.72192513
112,77.00534759
113,78.07486631
114,78.60962567
116,83.95721925
118,63.10160428
119,79.67914439
120,94.65240642
122,70.05347594
123,79.67914439
124,78.07486631
125,76.47058824
126,69.51871658
127,20.85561497
130,61.4973262
131,76.47058824
132,85.02673797
133,83.95721925
134,88.77005348
135,79.67914439
136,86.09625668
137,37.43315508
138,70.58823529
139,57.7540107
140,55.61497326
141,56.68449198
142,65.24064171
143,71.12299465
144,82.88770053
145,83.95721925
146,79.14438503
147,70.05347594
148,86.63101604
149,93.5828877
150,76.47058824
152,60.96256684
